accession	genome	Source	GC_pct	completeness	contamination	checkM2.completeness	checkM2.contamination	primary_cluster	secondary_cluster	length	N50	gtdb_taxonomy	ncbi_isolation_source	ncbi_genome_category	gtdb_representative	ncbi_refseq_category	MAG_source	fBAPS_l1	fBAPS_l2	Study	Age_BP	Continent	Country	sample_host	classification	Host	GUNC.n_contigs	checkM.N50_contigs	QUAL
	SRS7212802.bin.r.9	oral		56.83	0.02			150	150_63	952133	1950	g__Hornefia;s__Hornefia minuta					Ancient			Jacobson2020	3400	Europe	Italy	Homo		Human			
	ERSX0003001.bin.r.24	oral		93.95	0.71			150	150_64	1574447	22321	g__Hornefia;s__Hornefia minuta					Ancient			SMH2023	700	Europe	Germany	Homo		Human			
	SRS11653593.bin.r.4	oral		70.02	1.12			150	150_65	958095	2130	g__Hornefia;s__Hornefia minuta					Ancient			Quagliariello2022	6300	Europe	Italy	Homo		Human			
	ERS6256728.bin.r.3	oral		95.37	2.15			150	150_66	1539303	17372	g__Hornefia;s__Hornefia minuta					Ancient			Ottoni2021	5800	Europe	Italy	Homo		Human			
	ERS6256699.bin.r.5	oral		90.71	1.82			150	150_67	1517950	12174	g__Hornefia;s__Hornefia minuta					Ancient			Ottoni2021	7000	Europe	Serbia	Homo		Human			
	ERS6256727.bin.r.5	oral		92.98	1.02			150	150_68	1561863	9816	g__Hornefia;s__Hornefia minuta					Ancient			Ottoni2021	5800	Europe	Italy	Homo		Human			
	ERS6256725.bin.r.10	oral		96.1	1.3			150	150_69	1630933	19663	g__Hornefia;s__Hornefia minuta					Ancient			Ottoni2021	5800	Europe	Italy	Homo		Human			
	ERSX0004072.bin.r.5	oral		93.74	1.32			150	150_7	1576794	11067	g__Hornefia;s__Hornefia minuta					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	SRS7212799.bin.r.6	oral		76.91	1.84			150	150_70	1230241	3405	g__Hornefia;s__Hornefia minuta					Ancient			Jacobson2020	3400	Europe	Italy	Homo		Human			
	SRS6212663.bin.r.7	oral		64.45	2.66			150	150_71	1168867	2228	g__Hornefia;s__Hornefia minuta					Ancient			Eisenhofer2020	230	Asia	Japan	Homo		Human			
	ERS2985744.bin.r.2	oral		64.63	4.85			150	150_72	1106662	2124	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS11702805.bin.r.6	oral		89.65	0.64			150	150_73	1417977	6265	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	SRS3078158.bin.r.7	oral		69.55	1.42			150	150_74	1101655	3224	g__Hornefia;s__Hornefia minuta					Ancient			Mann2018	1000	Europe	Ireland	Homo		Human			
	ERS4042427.bin.r.8	oral		84.47	1.51			150	150_75	1317528	5674	g__Hornefia;s__Hornefia minuta					Ancient			Fagernas2020	1100	Europe	Spain	Homo		Human			
	ERS11702767.bin.r.3	oral		73.32	3.59			150	150_76	1207356	3358	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702742.bin.r.4	oral		74.39	0.75			150	150_77	1215927	3794	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702772.bin.r.4	oral		84.85	1.8			150	150_78	1366094	4545	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS6256697.bin.r.5	oral		94.54	1.06			150	150_79	1595926	24967	g__Hornefia;s__Hornefia minuta					Ancient			Ottoni2021	8800	Europe	Serbia	Homo		Human			
	ERSX0004067.bin.r.3	oral		91.47	1.09			150	150_8	1557174	13127	g__Hornefia;s__Hornefia minuta					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	ERS4042435.bin.r.15	oral		77.04	1.09			150	150_80	1114311	2762	g__Hornefia;s__Hornefia minuta					Ancient			Fagernas2020	700	Europe	Great Britain	Homo		Human			
	ERS6205393.bin.r.6	oral		92.14	0.35			150	150_81	1521244	13358	g__Hornefia;s__Hornefia minuta					Ancient			Granehall2021	1300	Europe	Italy	Homo		Human			
	ERS11702784.bin.r.5	oral		69.28	1.06			150	150_82	1021733	2228	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	SRS3078156.bin.r.8	oral		93.4	0.38			150	150_83	1587354	21171	g__Hornefia;s__Hornefia minuta					Ancient			Mann2018	1000	Europe	Ireland	Homo		Human			
	ERS11702768.bin.r.5	oral		84.78	2.15			150	150_84	1433697	6176	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS2985776.bin.r.9	oral		94.68	2.96			150	150_85	1716061	44317	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985742.bin.r.5	oral		85.22	3.64			150	150_86	1505997	6215	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS11702770.bin.r.14	oral		94.86	2.91			150	150_87	1600837	13163	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702757.bin.r.3	oral		77.6	0.5			150	150_88	1378192	5032	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS2985754.bin.r.6	oral		96.1	0.35			150	150_89	1666724	56386	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERSX0004064.bin.r.6	oral		84.39	1.73			150	150_9	1356897	3100	g__Hornefia;s__Hornefia minuta					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	ERSX0004073.bin.r.1	oral		96.81	0.35			150	150_9	1613869	23594	g__Hornefia;s__Hornefia minuta					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	ERS2985770.bin.r.17	oral		93.26	2.48			150	150_90	1673285	16828	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS11702789.bin.r.4	oral		64.28	0			150	150_91	1045706	3334	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS2985775.bin.r.11	oral		90.32	4.28			150	150_92	1496690	11074	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS3636092.bin.r.7	oral		75.3	1.06			150	150_93	1160148	4131	g__Hornefia;s__Hornefia minuta					Ancient			Neukamm2020	4000	Africa	Egypt	Homo		Human			
	ERS11702776.bin.r.13	oral		95.39	0.35			150	150_94	1668740	53449	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702812.bin.r.6	oral		90.83	2.15			150	150_95	1474836	7458	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERSX0002001.bin.r.52	oral		96.1	0.35			150	150_96	1688204	109299	g__Hornefia;s__Hornefia minuta					Ancient			RIII2023	700	Europe	Great Britain	Homo		Human			
	ERS2985750.bin.r.5	oral		91.84	1.42			150	150_97	1595404	39128	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985784.bin.r.3	oral		89.08	1.32			150	150_98	1565726	12317	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS11702738.bin.r.7	oral		86.7	1.3			150	150_99	1313820	7472	g__Hornefia;s__Hornefia minuta					Ancient			Velsko2022	900	Europe	Spain	Homo		Human			
	ERS2985783.bin.r.9	oral		70.25	2.72			151	151_1	1248795	2786	g__Hornefia;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS4042406.bin.r.20	oral		78.78	1.06			151	151_1	1213107	6003	g__Hornefia;s__					Ancient			Fagernas2020	1500	Europe	Great Britain	Homo		Human			
	CMC011.B.bin.r.38	oral		97.52	0.35			151	151_2	1740632	116447	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC016.B.bin.r.30	oral		90.78	0.71			151	151_2	1551466	18961	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC028.B.bin.r.53	oral		90.36	0			151	151_2	1451855	45928	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC006.B.bin.r.37	oral		97.52	0.35			151	151_3	1658432	175970	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC024.B.bin.r.33	oral		96.1	0.35			151	151_4	1618382	74714	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC030.B.bin.r.22	oral		97.52	0			151	151_5	1644399	214128	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC010.B.bin.r.35	oral		80.72	2.3			151	151_6	1272758	4337	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC017.B.bin.r.25	oral		91.59	2.13			151	151_7	1477076	11224	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC018.B.bin.r.1	oral		92.91	1.42			151	151_7	1453160	11065	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC022.B.bin.r.62	oral		97.52	0.35			151	151_7	1743671	274000	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC023.A.bin.r.51	oral		96.45	0.35			151	151_7	1498471	38559	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC026.B.bin.r.15	oral		97.52	0.35			151	151_7	1703921	360802	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC038.B.bin.r.114	oral		95.04	0.02			151	151_8	1487216	52996	g__Hornefia;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	ERS3774419.bin.r.8	oral		96.1	0.71			152	152_1	1658344	25408	g__Hornefia;s__					Ancient			FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan		Chimpanzee			
	ERS3774420.bin.r.5	oral		96.1	0.35			152	152_1	1708387	48140	g__Hornefia;s__					Ancient			FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan		Chimpanzee			
	ERS3774421.bin.r.7	oral		94.33	1.54			152	152_1	1588008	15286	g__Hornefia;s__					Ancient			FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan		Chimpanzee			
	ERS3774422.bin.r.33	oral		95.39	1.3			152	152_1	1732192	34565	g__Hornefia;s__					Ancient			FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan		Chimpanzee			
	ERS3774423.bin.r.4	oral		84.54	2.84			152	152_1	1344305	6194	g__Hornefia;s__					Ancient			FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan		Chimpanzee			
	ERS3774424.bin.r.3	oral		96.1	0.35			152	152_1	1712705	52474	g__Hornefia;s__					Ancient			FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan		Chimpanzee			
	ERS3774425.bin.r.14	oral		94.33	0.35			152	152_1	1651802	38836	g__Hornefia;s__					Ancient			FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan		Chimpanzee			
	SRS4625232.bin.r.10	oral		93.62	1.13			152	152_2	1646990	19800	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625234.bin.r.4	oral		81.09	1.65			152	152_2	1471702	6019	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625235.bin.r.1	oral		89.12	0.78			152	152_2	1675569	9381	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625236.bin.r.3	oral		54.51	6.21			152	152_2	999246	2504	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625238.bin.r.3	oral		76.93	2.74			152	152_2	1154995	4687	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625240.bin.r.6	oral		57.82	1.95			152	152_2	902655	3340	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625241.bin.r.1	oral		83.75	0.53			152	152_2	1435588	5888	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625244.bin.r.6	oral		79.46	2.3			152	152_2	1170936	5320	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625245.bin.r.19	oral		90.07	1.06			152	152_2	1614936	37468	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625246.bin.r.1	oral		93.69	0.35			152	152_2	1812208	48092	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625247.bin.r.6	oral		92.85	0.59			152	152_2	1592950	7409	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625248.bin.r.8	oral		87.25	2.48			152	152_2	1464085	6249	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625249.bin.r.2	oral		67.71	1.42			152	152_2	1193196	3405	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625250.bin.r.5	oral		84.86	1.6			152	152_2	1427189	6584	g__Hornefia;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	ERS3774402.bin.r.13	oral		68.03	2.24			153	153_0	1231670	2513	g__Hornefia;s__					Ancient			FellowsYates2021-nonhumanDNA	200	Africa	Cameroon	Gorilla		Other			
GCA_015058105.1	GCA_015058105.1_ASM1505810v1_genomic	gut	40.6672483221477	93.12	2.01			154	154_1	1490000	25705	g__RGIG1899;s__RGIG1899 sp017397005	feces	derived from metagenome	f	na	NCBI isolate												
GCA_017397005.1	GCA_017397005.1_ASM1739700v1_genomic	gut	40.7294404903792	90.78	0.47			154	154_2	1449001	16117	g__RGIG1899;s__RGIG1899 sp017397005	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_017536365.1	GCA_017536365.1_ASM1753636v1_genomic	gut	41.4237460288313	86.17	1.44			155	155_0	1394111	15495	g__RGIG1899;s__RGIG1899 sp017536365	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_002315335.1	GCA_002315335.1_ASM231533v1_genomic	gut	42.7393996326644	87.61	0.71			156	156_0	1526116	24870	g__UBA1768;s__UBA1768 sp002315335	Feces of six-years-old elephant	derived from metagenome	t	na	NCBI isolate												
GCA_002315385.1	GCA_002315385.1_ASM231538v1_genomic	gut	41.8747798277832	90.78	0.95			157	157_0	1633413	65392	g__UBA1739;s__UBA1739 sp002315385	Feces of six-years-old elephant	derived from metagenome	t	na	NCBI isolate												
GCA_015058155.1	GCA_015058155.1_ASM1505815v1_genomic	gut	41.5019491184909	95.45	0			158	158_0	1702308	49732	g__QAKD01;s__QAKD01 sp015058155	feces	derived from metagenome	t	na	NCBI isolate												
GCA_022767945.1	GCA_022767945.1_ASM2276794v1_genomic	gut	44.4763461760933	92.83	1.06			159	159_0	1573234	11928	g__Emergencia;s__Emergencia sp022767945	feces	derived from metagenome	t	na	NCBI isolate												
	ERS2985770.bin.r.20	oral		55.97	0.59			160	160_1	802881	2017	g__JAIKWW01;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERSX0002001.bin.r.5	oral		85.15	1.63			160	160_1	1145768	5805	g__JAIKWW01;s__					Ancient			RIII2023	700	Europe	Great Britain	Homo		Human			
GCA_016292905.1	GCA_016292905.1_ASM1629290v1_genomic	gut	42.7277047967135	92.2	0			161	161_1	1676919	27978	g__UMGS973;s__UMGS973 sp016293805	fresh feces	derived from metagenome	f	na	NCBI isolate												
GCA_022769385.1	GCA_022769385.1_ASM2276938v1_genomic	gut	42.8844001385718	94.26	0.95			161	161_1	1700201	28618	g__UMGS973;s__UMGS973 sp016293805	feces	derived from metagenome	f	na	NCBI isolate												
GCA_945229175.1	GCA_945229175.1_SRR13040388_bin.11_metaWRAP_v1.3_MAG_genomic	gut	43.2106334524391	58.34	1.06			161	161_1	1034095	5119	g__UMGS973;s__UMGS973 sp016293805	pig gut metagenome	derived from metagenome	f	na	NCBI MAG												
GCA_016293805.1	GCA_016293805.1_ASM1629380v1_genomic	gut	42.6955071297708	95.04	0			161	161_2	1767378	41749	g__UMGS973;s__UMGS973 sp016293805	fresh feces	derived from metagenome	t	na	NCBI isolate												
GCA_905372015.1	GCA_905372015.1_SRR9217393-mag-bin.6_genomic	none	38.1875967551666	98.94	0.71			162	162_1	1840341	28378	g__Hornefia;s__Hornefia nodata	not provided	derived from metagenome	f	na	NCBI MAG												
	CM_periimplantitis__SP_305SPI_T016__bin.13	oral		95.39007092	1.418439716			162	162_1	1737712	32338	g__Hornefia;s__Hornefia nodata					Modern			CM_periimplantitis	7	Europe	Italy	Homo		Human			
	MGYG000298079	oral		98.94	0.71			162	162_1	1840341	28378	g__Hornefia;s__Hornefia nodata					Modern			ERP127228	7	Europe	Italy	Homo		Human			
	ERS2985776.bin.r.5	oral		50.82	2.98			162	162_10	733344	3408	g__Hornefia;s__Hornefia nodata					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985750.bin.r.18	oral		66.91	1.06			162	162_2	1008286	2251	g__Hornefia;s__Hornefia nodata					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS3774490.bin.r.31	oral		58.79	0.24			162	162_3	757588	2600	g__Hornefia;s__Hornefia nodata					Modern			FellowsYates2021	7	Europe	Spain	Homo		Human			
GCA_000510425.1	GCA_000510425.1_EnATCC33099v1.0_genomic	none	38.1012244487466	98.94	0			162	162_4	1829558	129203	g__Hornefia;s__Hornefia nodata	none	none	t	na	NCBI MAG												
	SEQF2789.1	oral		98.94	0			162	162_4	1829558	129203	g__Hornefia;s__Hornefia nodata					HOMD			HOMD	7	North America	USA	Homo		Human			
	CMC023.A.bin.r.40	oral		76.36	0.35			162	162_5	1038697	6342	g__Hornefia;s__Hornefia nodata					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC038.B.bin.r.100	oral		60.85	0			162	162_6	800997	4837	g__Hornefia;s__Hornefia nodata					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	ERS3395771.bin.r.20	oral		64.91	1.42			162	162_7	802169	2876	g__Hornefia;s__Hornefia nodata					Modern			Velsko2019	7	Europe	Spain	Homo		Human			
	CMC018.B.bin.r.123	oral		95.39	2.13			162	162_8	1413440	15240	g__Hornefia;s__Hornefia nodata					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	ERS3774489.bin.r.13	oral		92.55	0.77			162	162_9	1419281	6372	g__Hornefia;s__Hornefia nodata					Modern			FellowsYates2021	7	Europe	Spain	Homo		Human			
GCA_017457585.1	GCA_017457585.1_ASM1745758v1_genomic	gut	49.2465499221169	67.11	1.91			163	163_0	1436127	6374	g__Lentihominibacter;s__Lentihominibacter sp017457585	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_018065295.1	GCA_018065295.1_ASM1806529v1_genomic	gut	44.3149915943023	76.34	1.9			164	164_0	1697658	8916	g__Lentihominibacter;s__Lentihominibacter sp018065295	equine fecal microbiome	derived from metagenome	t	na	NCBI isolate												
GCA_022780965.1	GCA_022780965.1_ASM2278096v1_genomic	gut	45.3387462143455	95.37	1.77			165	165_0	1556534	18392	g__Lentihominibacter;s__Lentihominibacter sp022780965	feces	derived from metagenome	t	na	NCBI isolate												
GCA_905365325.1	GCA_905365325.1_ERZ1645004-mag-bin.3_genomic	oral	39.1916194053378	79.67	0.95			166	166_1	1179964	8107	g__Gallibacter;s__Gallibacter brachus	Human Oral Subgingival Plaque	derived from metagenome	f	na	NCBI MAG												
	MGYG000298907	oral		79.66	0.95			166	166_1	1179964	8107	g__Gallibacter;s__Gallibacter brachus					Modern			ERP124374	7	not provided	not provided	Homo		Human			
	MGYG000298907	oral		79.66	0.95			166	166_1	1179964	8107	g__Gallibacter;s__Gallibacter brachus					Modern			ERP124374	7	not provided	not provided	Homo		Human			
	ERS12516973.bin.r.33	oral		62.07	0			166	166_10	930829	5401	g__Gallibacter;s__Gallibacter brachus					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516988.bin.r.45	oral		58.04	1.42			166	166_11	931671	2911	g__Gallibacter;s__Gallibacter brachus					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	CMC009.A.bin.r.36	oral		55.34	0			166	166_2	830224	3501	g__Gallibacter;s__Gallibacter brachus					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC045.B.bin.r.8	oral		86.7	1.42			166	166_3	1205145	10000	g__Gallibacter;s__Gallibacter brachus					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
GCA_916438985.1	GCA_916438985.1_DRR214961_bin.18_metaWRAP_v1.1_MAG_genomic	oral	38.0416422680004	85.4	0			166	166_4	1538677	1538677	g__Gallibacter;s__Gallibacter brachus	human saliva metagenome	derived from metagenome	f	na	NCBI MAG												
	MGYG000298641	oral		85.4	0			166	166_4	1538677	1538677	g__Gallibacter;s__Gallibacter brachus					Modern			DRP005925	7	Asia	Japan	Homo		Human			
	MGYG000298641	oral		85.4	0			166	166_4	1538677	1538677	g__Gallibacter;s__Gallibacter brachus					Modern			DRP005925	7	Asia	Japan	Homo		Human			
GCA_000488855.1	GCA_000488855.1_ASM48885v1_genomic	oral	37.9086300992729	96.1	0			166	166_5	1544525	378227	g__Gallibacter;s__Gallibacter brachus	oral cavity- mouth	none	t	na	NCBI isolate												
	SEQF2787.1	oral		96.1	0			166	166_5	1544525	378227	g__Gallibacter;s__Gallibacter brachus					HOMD			HOMD	7	North America	USA	Homo		Human			
GCA_015256235.1	GCA_015256235.1_ASM1525623v1_genomic	oral	38.1977335334955	96.1	0.71			166	166_6	1461482	160459	g__Gallibacter;s__Gallibacter brachus	saliva	derived from metagenome	f	na	NCBI isolate												
GCA_905373685.1	GCA_905373685.1_SRR9217487-mag-bin.2_genomic	none	38.2882055277872	56.36	0.47			166	166_6	903508	5241	g__Gallibacter;s__Gallibacter brachus	not provided	derived from metagenome	f	na	NCBI MAG												
GCA_905373725.1	GCA_905373725.1_SRR9217489-mag-bin.1_genomic	none	38.1419086274409	95.74	0.71			166	166_6	1481714	28959	g__Gallibacter;s__Gallibacter brachus	not provided	derived from metagenome	f	na	NCBI MAG												
	CMC007.B.bin.r.17	oral		60.34	0.71			166	166_6	771551	3225	g__Gallibacter;s__Gallibacter brachus					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CM_periimplantitis__SP_163SPT_T016__bin.9	oral		75.17730496	1.935579196			166	166_6	1276657	4557	g__Gallibacter;s__Gallibacter brachus					Modern			CM_periimplantitis	7	Europe	Italy	Homo		Human			
	CM_periimplantitis__SP_261SPT_T016__bin.9	oral		95.39007092	0.709219858			166	166_6	1487976	29534	g__Gallibacter;s__Gallibacter brachus					Modern			CM_periimplantitis	7	Europe	Italy	Homo		Human			
	ERS12516974.bin.r.5	oral		95.23	0			166	166_6	1406095	32990	g__Gallibacter;s__Gallibacter brachus					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516979.bin.r.10	oral		94.53	0.35			166	166_6	1430270	62520	g__Gallibacter;s__Gallibacter brachus					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS2985770.bin.r.19	oral		54.79	1.67			166	166_6	918305	1978	g__Gallibacter;s__Gallibacter brachus					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS3774378.bin.r.11	oral		89.41	1.65			166	166_6	1291174	9498	g__Gallibacter;s__Gallibacter brachus					Ancient			FellowsYates2021-nonhumanDNA	200	North America	Nicaragua	Alouatta		Other			
