Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_12_length_33618_cov_22.1979	NODE_12_length_33618_cov_22.1979@1	3744	4157	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[7]	['1.60e-06']	[0.543]	[0.542]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_878_length_4150_cov_23.9712	NODE_878_length_4150_cov_23.9712@1	1484	4150	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[4]	['7.40e-16']	[0.345]	[0.884]	-1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_38_length_22752_cov_28.0614	NODE_38_length_22752_cov_28.0614@1	11722	11994	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[10]	['3.10e-15']	[0.78]	[0.661]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_117_length_15110_cov_19.0937	NODE_117_length_15110_cov_19.0937@1	12241	12960	False	0%		III-A	1	['AbiEii_0_CAS-III']	[12]	['2.90e-09']	[0.554]	[0.458]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_181_length_11796_cov_22.1006	NODE_181_length_11796_cov_22.1006@1	3124	4347	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.30e-04']	[0.336]	[0.451]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_129_length_14299_cov_25.3847	NODE_129_length_14299_cov_25.3847@1	1149	1922	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['6.50e-07']	[0.659]	[0.602]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_317_length_8329_cov_24.1563	NODE_317_length_8329_cov_24.1563@1	699	1025	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['1.30e-05']	[0.624]	[0.542]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_30_length_24484_cov_25.9485	NODE_30_length_24484_cov_25.9485@1	2231	3157	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[4]	['4.00e-25']	[0.748]	[0.709]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_527_length_5749_cov_21.6363	NODE_527_length_5749_cov_21.6363@1	4779	5123	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[8]	['3.60e-05']	[0.583]	[0.559]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_15_length_30869_cov_32.7156	NODE_15_length_30869_cov_32.7156@1	291	1223	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.60e-03']	[0.357]	[0.387]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_810_length_4346_cov_21.7113	NODE_810_length_4346_cov_21.7113@1	878	1312	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[2]	['3.00e-04']	[0.462]	[0.312]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_334_length_8005_cov_28.6365	NODE_334_length_8005_cov_28.6365@1	1869	2267	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[3]	['1.00e-04']	[0.459]	[0.318]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_763_length_4500_cov_31.2333	NODE_763_length_4500_cov_31.2333@1	1121	2659	False	14%	0%	I-A	1	['Cas3_0_I']	[2]	['2.50e-12']	[0.526]	[0.768]	1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_26_length_24902_cov_19.8754	NODE_26_length_24902_cov_19.8754@1	1846	2253	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[2]	['2.50e-07']	[0.757]	[0.472]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_94_length_17118_cov_20.3556	NODE_94_length_17118_cov_20.3556@2	9534	14726	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[14, 18]	['3.30e-04', '1.30e-07']	[0.353, 0.42]	[0.359, 0.465]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_127_length_14503_cov_28.18	NODE_127_length_14503_cov_28.18@1	5726	6829	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['1.10e-06']	[0.481]	[0.525]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_129_length_14299_cov_25.3847	NODE_129_length_14299_cov_25.3847@2	9398	9937	False	0%	33%	I-A	2	['Cas2_2_CAS-I-II-III-IV-V-VI']	[14]	['3.10e-03']	[0.333]	[0.481]		1	buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_50_length_21345_cov_24.742	NODE_50_length_21345_cov_24.742@1	9815	10558	False	0%		III-A	1	['AbiEii_0_CAS-III']	[9]	['4.10e-05']	[0.444]	[0.373]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_177_length_11960_cov_21.1088	NODE_177_length_11960_cov_21.1088@1	7440	9133	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[9, 10]	['1.80e-03', '1.90e-03']	[0.328, 0.402]	[0.327, 0.405]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_71_length_18911_cov_18.1763	NODE_71_length_18911_cov_18.1763@1	15702	16298	False	0%		III-A	1	['Csm6_6_CAS-III']	[19]	['8.00e-03']	[0.347]	[0.507]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_89_length_17378_cov_20.9588	NODE_89_length_17378_cov_20.9588@1	11569	14244	False	14%	0%	I-A	2	['Csa3_1_CAS-I-II-III-IV-V-VI', 'Cas3_0_CAS-I']	[14, 16]	['8.00e-03', '1.20e-10']	[0.587, 0.687]	[0.669, 0.929]	-1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_147_length_13295_cov_22.7122	NODE_147_length_13295_cov_22.7122@1	5884	6648	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['5.10e-08']	[0.482]	[0.44]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.7	putative
NODE_247_length_9846_cov_13.028	NODE_247_length_9846_cov_13.028@2	9140	9844	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[8]	['4.10e-03']	[0.366]	[0.376]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_202_length_10899_cov_16.0161	NODE_202_length_10899_cov_16.0161@1	1943	2524	False	25%		V-K	1	['TnsC_0_V-K']	[3]	['3.40e-04']	[0.485]	[0.332]	-1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_657_length_5104_cov_17.3151	NODE_657_length_5104_cov_17.3151@1	3742	4194	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[6]	['6.40e-05']	[0.616]	[0.445]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_2213_length_2095_cov_16.8363	NODE_2213_length_2095_cov_16.8363@1	1350	2093	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['7.40e-09']	[0.641]	[0.556]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_783_length_4446_cov_12.7575	NODE_783_length_4446_cov_12.7575@1	3699	4445	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[5]	['1.90e-05']	[0.486]	[0.341]		1	buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_1015_length_3677_cov_14.7275	NODE_1015_length_3677_cov_14.7275@1	2945	3676	False	0%		IV-B	3	['CysH_0_IVB']	[4]	['2.20e-17']	[0.754]	[0.719]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_2110_length_2157_cov_13.9163	NODE_2110_length_2157_cov_13.9163@1	1051	1659	False	0%		III-A	1	['Csx1_7_CAS-III']	[2]	['3.50e-04']	[0.547]	[0.369]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_1530_length_2716_cov_14.8444	NODE_1530_length_2716_cov_14.8444@1	1345	2397	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['7.10e-04']	[0.313]	[0.398]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_704_length_4775_cov_12.7104	NODE_704_length_4775_cov_12.7104@1	139	900	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['4.80e-38']	[0.654]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_1458_length_2819_cov_12.3886	NODE_1458_length_2819_cov_12.3886@1	722	2803	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['2.30e-12']	[0.402]	[0.771]	1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_2675_length_1819_cov_8.39116	NODE_2675_length_1819_cov_8.39116@1	416	1087	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['5.30e-05']	[0.589]	[0.44]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_685_length_4926_cov_18.3552	NODE_685_length_4926_cov_18.3552@1	2671	3435	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['4.50e-09']	[0.502]	[0.44]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_2558_length_1873_cov_10.5836	NODE_2558_length_1873_cov_10.5836@1	731	1543	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.90e-06']	[0.583]	[0.532]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_980_length_3804_cov_15.5564	NODE_980_length_3804_cov_15.5564@1	39	2801	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[1]	['4.20e-07']	[0.319]	[0.572]	-1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_32_length_23571_cov_9.07335	NODE_32_length_23571_cov_9.07335@1	7101	7808	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['7.10e-03']	[0.513]	[0.408]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_128_length_14400_cov_13.4204	NODE_128_length_14400_cov_13.4204@1	3	1175	False	14%	0%	I-A	1	['Cas3_0_I']	[1]	['2.20e-10']	[0.598]	[0.628]	1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_711_length_4736_cov_14.2662	NODE_711_length_4736_cov_14.2662@1	1103	1984	False	25%		V-K	1	['TnsC_0_V-K']	[4]	['1.20e-09']	[0.49]	[0.527]	-1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_1617_length_2599_cov_16.351	NODE_1617_length_2599_cov_16.351@1	1493	2569	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['3.60e-05']	[0.359]	[0.398]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_2478_length_1912_cov_9.82068	NODE_2478_length_1912_cov_9.82068@1	274	627	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[2]	['6.60e-04']	[0.602]	[0.333]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_350_length_7817_cov_16.7368	NODE_350_length_7817_cov_16.7368@1	37	666	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[1]	['2.20e-04']	[0.395]	[0.39]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_847_length_4261_cov_14.0754	NODE_847_length_4261_cov_14.0754@1	3	350	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['1.10e-08']	[0.914]	[0.619]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_635_length_5178_cov_16.0874	NODE_635_length_5178_cov_16.0874@1	2	793	False	0%		III-B	1	['htpX_0_CAS-III-B']	[1]	['4.80e-25']	[0.636]	[0.496]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_247_length_9846_cov_13.028	NODE_247_length_9846_cov_13.028@1	3	557	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['2.90e-14']	[0.692]	[0.738]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_145_length_13326_cov_12.0424	NODE_145_length_13326_cov_12.0424@1	3577	4470	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[4]	['1.10e-29']	[0.772]	[0.725]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_1082_length_3532_cov_13.9845	NODE_1082_length_3532_cov_13.9845@1	1932	2828	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['4.50e-04']	[0.391]	[0.387]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_630_length_5206_cov_11.562	NODE_630_length_5206_cov_11.562@1	4730	5206	False	0%		III-B	1	['HTH_0_CAS-III-B']	[5]	['2.30e-03']	[0.553]	[0.373]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_1264_length_3173_cov_16.5369	NODE_1264_length_3173_cov_16.5369@1	2105	2830	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['9.20e-05']	[0.471]	[0.391]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_1157_length_3370_cov_15.6483	NODE_1157_length_3370_cov_15.6483@1	372	1676	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['6.20e-06']	[0.441]	[0.544]	1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_285_length_8930_cov_15.4232	NODE_285_length_8930_cov_15.4232@1	492	1490	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.80e-03']	[0.462]	[0.518]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_1838_length_2373_cov_17.0634	NODE_1838_length_2373_cov_17.0634@1	490	1692	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.40e-06']	[0.369]	[0.511]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.8	putative
NODE_241_length_9967_cov_8.78793	NODE_241_length_9967_cov_8.78793@1	6972	7757	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['1.70e-05']	[0.561]	[0.535]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_142_length_13460_cov_8.45192	NODE_142_length_13460_cov_8.45192@1	10356	10997	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['1.90e-04']	[0.472]	[0.342]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_81_length_17964_cov_7.627	NODE_81_length_17964_cov_7.627@2	9640	10539	False	0%		III-A	1	['AbiEii_1_CAS-III-A']	[10]	['1.70e-04']	[0.383]	[0.34]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_313_length_8357_cov_11.9183	NODE_313_length_8357_cov_11.9183@1	2518	3195	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.30e-06']	[0.615]	[0.504]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_1122_length_3449_cov_16.6995	NODE_1122_length_3449_cov_16.6995@1	1	636	False	0%		III-D	1	['Mem_04_0_CAS-III-D']	[1]	['2.60e-03']	[0.458]	[0.303]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_432_length_6545_cov_9.67042	NODE_432_length_6545_cov_9.67042@1	1366	2913	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.20e-06']	[0.308]	[0.437]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_2049_length_2198_cov_18.2366	NODE_2049_length_2198_cov_18.2366@1	1	465	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[1]	['3.70e-12']	[1.0]	[0.495]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_161_length_12656_cov_11.4035	NODE_161_length_12656_cov_11.4035@1	2534	3226	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['3.20e-06']	[0.398]	[0.32]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_193_length_11250_cov_7.47325	NODE_193_length_11250_cov_7.47325@1	1032	1475	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['5.80e-03']	[0.486]	[0.492]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_200_length_10947_cov_8.14405	NODE_200_length_10947_cov_8.14405@1	1233	2453	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[3]	['3.70e-09']	[0.629]	[0.737]	-1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_22_length_25528_cov_11.6975	NODE_22_length_25528_cov_11.6975@1	13707	14459	False	0%		III-A	1	['AbiEii_0_CAS-III']	[13]	['4.30e-04']	[0.394]	[0.331]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_337_length_7956_cov_9.04822	NODE_337_length_7956_cov_9.04822@1	2368	3414	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.20e-07']	[0.407]	[0.475]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_9_length_36065_cov_7.81927	NODE_9_length_36065_cov_7.81927@1	5539	6330	False	0%	33%	I-A	1	['Cas4_0_I-II']	[12]	['9.40e-06']	[0.811]	[0.967]		1	buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_31_length_23767_cov_10.9162	NODE_31_length_23767_cov_10.9162@1	129	1736	False	0%		III-A	1	['RT_0_CAS-III-AM-III-B']	[1]	['1.60e-18']	[0.403]	[0.688]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_47_length_21583_cov_11.2139	NODE_47_length_21583_cov_11.2139@1	2184	3002	False	0%		IV-B	3	['CysH_0_IVB']	[3]	['1.30e-03']	[0.432]	[0.43]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_2216_length_2093_cov_11.474	NODE_2216_length_2093_cov_11.474@1	720	1007	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['7.40e-16']	[0.823]	[0.754]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_354_length_7678_cov_10.9014	NODE_354_length_7678_cov_10.9014@1	5856	6722	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['8.90e-05']	[0.36]	[0.349]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_916_length_4023_cov_15.0451	NODE_916_length_4023_cov_15.0451@1	742	1425	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['6.40e-07']	[0.522]	[0.401]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_384_length_7154_cov_9.01014	NODE_384_length_7154_cov_9.01014@1	883	1908	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[2]	['6.70e-51']	[0.623]	[1.0]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_426_length_6624_cov_8.85782	NODE_426_length_6624_cov_8.85782@1	1027	2970	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['2.00e-06']	[0.329]	[0.577]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_766_length_4492_cov_8.46338	NODE_766_length_4492_cov_8.46338@1	1290	1556	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['4.50e-16']	[0.831]	[0.703]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_290_length_8892_cov_9.1221	NODE_290_length_8892_cov_9.1221@2	5708	7237	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[8]	['8.20e-08']	[0.378]	[0.552]	-1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_1250_length_3192_cov_9.66018	NODE_1250_length_3192_cov_9.66018@1	978	2900	False	0%		III-A	1	['RT_0_CAS-III-AM-III-B']	[2]	['1.10e-68']	[0.437]	[0.919]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_81_length_17964_cov_7.627	NODE_81_length_17964_cov_7.627@1	1660	4200	False	20%		IV-D	4	['RecD_0_IVD']	[3]	['1.20e-78']	[0.743]	[0.849]	1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_226_length_10324_cov_11.5589	NODE_226_length_10324_cov_11.5589@1	34	1137	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['2.50e-05']	[0.394]	[0.514]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_59_length_20557_cov_8.87655	NODE_59_length_20557_cov_8.87655@1	5602	6339	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['5.30e-07']	[0.48]	[0.398]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_191_length_11331_cov_10.3735	NODE_191_length_11331_cov_10.3735@1	8518	8970	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[11]	['2.70e-05']	[0.49]	[0.312]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_603_length_5332_cov_7.52435	NODE_603_length_5332_cov_7.52435@1	1938	5330	Ambiguous	['100%', '100%']	['0%', '0%']	['II-A', 'II-C']	2	['Cas9_1_II']	[3]	['2.20e-251']	[0.969]	[0.854]	-1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_109_length_15753_cov_8.57848	NODE_109_length_15753_cov_8.57848@1	15079	15726	False	17%		III-D	4	['Csm2gr11_0_CAS-III-D']	[17]	['1.20e-04']	[0.556]	[0.525]	1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_2280_length_2052_cov_7.57837	NODE_2280_length_2052_cov_7.57837@1	668	1906	False	14%	0%	I-A	1	['Cas6_0_I-III']	[2]	['1.80e-03']	[0.332]	[0.57]	1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_1208_length_3276_cov_9.05837	NODE_1208_length_3276_cov_9.05837@1	1066	3135	False	14%	0%	I-A	1	['Cas3_0_I']	[2]	['5.30e-12']	[0.429]	[0.849]	-1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_67_length_19368_cov_9.84653	NODE_67_length_19368_cov_9.84653@1	14392	15872	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[14, 15]	['2.50e-05', '7.70e-08']	[0.566, 0.484]	[0.486, 0.377]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_1123_length_3445_cov_7.87552	NODE_1123_length_3445_cov_7.87552@1	1626	2324	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['9.50e-08']	[0.438]	[0.349]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_484_length_6090_cov_23.2093	NODE_484_length_6090_cov_23.2093@1	74	430	False	17%		III-C	4	['Cmr5_1_IIIC']	[1]	['4.70e-03']	[0.84]	[0.567]	-1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_9_length_36065_cov_7.81927	NODE_9_length_36065_cov_7.81927@2	35222	35680	False	17%		III-C	4	['Cmr5gr11_1_CAS-III-C']	[60]	['1.00e-03']	[0.392]	[0.344]	1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_289_length_8898_cov_10.8266	NODE_289_length_8898_cov_10.8266@1	4459	8455	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[5, 7]	['4.40e-06', '1.80e-04']	[0.348, 0.453]	[0.482, 0.398]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_174_length_12068_cov_9.12137	NODE_174_length_12068_cov_9.12137@1	8144	9169	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['2.60e-08']	[0.392]	[0.468]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_99_length_16594_cov_8.30455	NODE_99_length_16594_cov_8.30455@1	7157	8077	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['5.90e-05']	[0.463]	[0.44]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_789_length_4423_cov_9.19803	NODE_789_length_4423_cov_9.19803@1	2942	3943	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['9.70e-05']	[0.35]	[0.398]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_683_length_4938_cov_8.19681	NODE_683_length_4938_cov_8.19681@1	2160	2879	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['5.40e-06']	[0.517]	[0.359]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_552_length_5607_cov_7.89301	NODE_552_length_5607_cov_7.89301@1	4862	5056	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[6]	['6.00e-04']	[0.723]	[0.339]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_132_length_13995_cov_10.3493	NODE_132_length_13995_cov_10.3493@1	9035	10054	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[9]	['8.70e-37']	[0.556]	[0.969]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_353_length_7708_cov_8.01111	NODE_353_length_7708_cov_8.01111@1	308	1039	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['1.70e-05']	[0.447]	[0.37]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_358_length_7605_cov_8.23709	NODE_358_length_7605_cov_8.23709@2	7054	7446	False	20%	0%	I-F	4	['Cas6_0_IF']	[10]	['3.90e-03']	[0.534]	[0.37]	1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_154_length_12893_cov_7.32412	NODE_154_length_12893_cov_7.32412@2	8554	9996	False	0%		III-A	1	['AbiEii_0_CAS-III']	[9]	['1.80e-06']	[0.368]	[0.391]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_46_length_21817_cov_9.38462	NODE_46_length_21817_cov_9.38462@1	9422	10099	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['7.60e-05']	[0.611]	[0.384]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_261_length_9419_cov_8.80489	NODE_261_length_9419_cov_8.80489@1	3579	4037	False	20%		III-A	4	['Csm2gr11_7_CAS-III-A']	[5]	['2.00e-03']	[0.484]	[0.655]	1		buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
NODE_126_length_14530_cov_7.00007	NODE_126_length_14530_cov_7.00007@2	13591	14394	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[15]	['2.50e-03']	[0.369]	[0.485]			buccal_mucosa	industrial	HMP_2012__SRS015040__bin.9	putative
